raw_key,key,parten,len
需收票据,需收票据,应收票据,1
待收票据,待收票据,应收票据,1
票据应收,票据应收,应收票据,1
收取的票据,收取票据,应收票据,1
应收的票据,应收票据,应收票据,1
票据收取项目,票据收取项目,应收票据,1
应收帐款票据,应收帐款票据,应收票据,1
应收账款票据,应收账款票据,应收票据,1
应当收到的票据,应当收到票据,应收票据,1
应收利息,应收利息,应收利息,1
应得利息,应得利息,应收利息,1
应入利息,应入利息,应收利息,1
应取得利息,应取得利息,应收利息,1
应收的利息,应收利息,应收利息,1
应获得的利息,应获得利息,应收利息,1
应收账上利息,应收账上利息,应收利息,1
应拿到的利息,应拿到利息,应收利息,1
预期应收利息,预期应收利息,应收利息,1
应收未支付的利息,应收未支付利息,应收利息,1
应收款项融资,应收款项融资,应收款项融资,1
应收账款融资,应收账款融资,应收款项融资,1
应收款项贷款,应收款项贷款,应收款项融资,1
应收账款资金融通,应收账款资金融通,应收款项融资,1
应收的款项融资,应收款项融资,应收款项融资,1
应收账单融资,应收账单融资,应收款项融资,1
融资的应收款项,融资应收款项,应收款项融资,1
应收账款的贷款,应收账款贷款,应收款项融资,1
款项应收融资,款项应收融资,应收款项融资,1
待收款项融资,待收款项融资,应收款项融资,1
应收股利,应收股利,应收股利,1
应取得的股利,应取得股利,应收股利,1
应得股利,应得股利,应收股利,1
应获取股利,应获取股利,应收股利,1
预期收取的股利,预期收取股利,应收股利,1
预计得到的股利,预计得到股利,应收股利,1
应有股利,应有股利,应收股利,1
将获得的股利,将获得股利,应收股利,1
有权获得的股利,有权获得股利,应收股利,1
应得的股利,应得股利,应收股利,1
应收分保账款,应收分保账款,应收分保账款,1
应收分保费,应收分保费,应收分保账款,1
应收分包费,应收分包费,应收分保账款,1
应收分保金,应收分保金,应收分保账款,1
应收分保款项,应收分保款项,应收分保账款,1
应收保险费用,应收保险费用,应收分保账款,1
应收分保费用,应收分保费用,应收分保账款,1
应收分包账款,应收分包账款,应收分保账款,1
应收分保账项,应收分保账项,应收分保账款,1
应收分保合同准备金,应收分保合同准备金,应收分保合同准备金,1
应收保费,应收保费,应收保费,1
待收取保费,待收取保费,应收保费,1
应收的保险费,应收保险费,应收保费,1
应收的保费,应收保费,应收保费,1
保费应收款,保费应收款,应收保费,1
未收保费,未收保费,应收保费,1
预收保费,预收保费,应收保费,1
应收未收保费,应收未收保费,应收保费,1
应收保险费,应收保险费,应收保费,1
待收保费,待收保费,应收保费,1
应交税费,应交税费,应交税费,1
应缴纳的税款,应缴纳税款,应交税费,1
应付税费,应付税费,应交税费,1
应缴税金,应缴税金,应交税费,1
需交税款,需交税款,应交税费,1
待缴税费,待缴税费,应交税费,1
应上交的税费,应上交税费,应交税费,1
待交的税金,待交税金,应交税费,1
需缴纳的税金,需缴纳税金,应交税费,1
待缴交的税款,待缴交税款,应交税费,1
应付职工薪酬,应付职工薪酬,应付职工薪酬,1
需支付职工薪酬,需支付职工薪酬,应付职工薪酬,1
职工薪酬,职工薪酬,应付职工薪酬,1
应付员工薪水,应付员工薪水,应付职工薪酬,1
待付员工工资,待付员工工资,应付职工薪酬,1
应支职工报酬,应支职工报酬,应付职工薪酬,1
未支付员工薪金,未支付员工薪金,应付职工薪酬,1
待支付职工薪津,待支付职工薪津,应付职工薪酬,1
应发员工工资,应发员工工资,应付职工薪酬,1
应付职员薪金,应付职员薪金,应付职工薪酬,1
待发职工薪资,待发职工薪资,应付职工薪酬,1
应付人员薪金,应付人员薪金,应付职工薪酬,1
待支付职员工资,待支付职员工资,应付职工薪酬,1
应付账款,应付账款,应付账款,1
欠款,欠款,应付账款,1
应付款项,应付款项,应付账款,1
未付款项,未付款项,应付账款,1
待付费用,待付费用,应付账款,1
应交账款,应交账款,应付账款,1
应缴款项,应缴款项,应付账款,1
待付款项,待付款项,应付账款,1
欠账款,欠账款,应付账款,1
逾期款项,逾期款项,应付账款,1
应付债券,应付债券,应付债券,1
应偿债券,应偿债券,应付债券,1
待付债券,待付债券,应付债券,1
应付应偿债券,应付应偿债券,应付债券,1
期满付债券,期满付债券,应付债券,1
应偿还债券,应偿还债券,应付债券,1
到期应付债券,到期应付债券,应付债券,1
应偿付债券,应偿付债券,应付债券,1
应归还债券,应归还债券,应付债券,1
欠债券,欠债券,应付债券,1
应付手续费及佣金,应付手续费及佣金,应付手续费及佣金,1
应付佣金及手续费,应付佣金及手续费,应付手续费及佣金,1
应付的手续费和佣金,应付手续费和佣金,应付手续费及佣金,1
需要支付的手续费和佣金,需要支付手续费和佣金,应付手续费及佣金,1
需要付出的手续费和佣金,需要付出手续费和佣金,应付手续费及佣金,1
须付手续费和佣金,须付手续费和佣金,应付手续费及佣金,1
应支付服务费及佣金,应支付服务费及佣金,应付手续费及佣金,1
应交手续费与佣金,应交手续费与佣金,应付手续费及佣金,1
需交付的手续费与佣金,需交付手续费与佣金,应付手续费及佣金,1
应付出的手续费与佣金,应付出手续费与佣金,应付手续费及佣金,1
应付票据,应付票据,应付票据,1
待支付票据,待支付票据,应付票据,1
应付的票据,应付票据,应付票据,1
待付款票据,待付款票据,应付票据,1
应交票据,应交票据,应付票据,1
有待付款的票据,有待付款票据,应付票据,1
应付帐单,应付帐单,应付票据,1
应缴纳的票据,应缴纳票据,应付票据,1
待处理的票据,待处理票据,应付票据,1
即将支付的票据,即将支付票据,应付票据,1
应付利息,应付利息,应付利息,1
待支付利息,待支付利息,应付利息,1
未付利息,未付利息,应付利息,1
应归还利息,应归还利息,应付利息,1
应偿还利息,应偿还利息,应付利息,1
欠付利息,欠付利息,应付利息,1
未缴利息,未缴利息,应付利息,1
欠缴利息,欠缴利息,应付利息,1
需支付利息,需支付利息,应付利息,1
计划支付利息,计划支付利息,应付利息,1
应付分保账款,应付分保账款,应付分保账款,1
应出分保账款,应出分保账款,应付分保账款,1
待付分保账款,待付分保账款,应付分保账款,1
应偿分保账款,应偿分保账款,应付分保账款,1
应纳分保账款,应纳分保账款,应付分保账款,1
需付分保账款,需付分保账款,应付分保账款,1
应付分保款项,应付分保款项,应付分保账款,1
待缴分保账款,待缴分保账款,应付分保账款,1
应缴分保账款,应缴分保账款,应付分保账款,1
应赔分保账款,应赔分保账款,应付分保账款,1
衍生金融资产,衍生金融资产,衍生金融资产,1
衍生金融投资,衍生金融投资,衍生金融资产,1
衍生资金投资,衍生资金投资,衍生金融资产,1
衍生金融工具,衍生金融工具,衍生金融资产,1
衍生金融资本,衍生金融资本,衍生金融资产,1
衍生金融资金,衍生金融资金,衍生金融资产,1
金融衍生资产,金融衍生资产,衍生金融资产,1
衍生金融资产投资,衍生金融资产投资,衍生金融资产,1
衍生金融性资产,衍生金融性资产,衍生金融资产,1
金融衍生投资資產,金融衍生投资資產,衍生金融资产,1
衍生金融负债,衍生金融负债,衍生金融负债,1
衍生金融债务,衍生金融债务,衍生金融负债,1
衍生性金融负债,衍生性金融负债,衍生金融负债,1
衍生性金融债务,衍生性金融债务,衍生金融负债,1
衍生金融性负债,衍生金融性负债,衍生金融负债,1
衍生金融性债务,衍生金融性债务,衍生金融负债,1
衍生性负债,衍生性负债,衍生金融负债,1
衍生性债务,衍生性债务,衍生金融负债,1
衍生负债,衍生负债,衍生金融负债,1
衍生债务,衍生债务,衍生金融负债,1
研发支出资本化的金额,研发支出资本化金额,研发支出资本化的金额,1
研发投入占营业收入比例,研发投入占营业收入比例,研发投入占营业收入比例,1
研发投入金额,研发投入金额,研发投入金额,1
研发支出金额,研发支出金额,研发投入金额,1
研发投入总额,研发投入总额,研发投入金额,1
研发花费金额,研发花费金额,研发投入金额,1
研发费用总额,研发费用总额,研发投入金额,1
研发资金投入,研发资金投入,研发投入金额,1
研发经费总额,研发经费总额,研发投入金额,1
研发投资额度,研发投资额度,研发投入金额,1
研发资本投入,研发资本投入,研发投入金额,1
研发投入资金,研发投入资金,研发投入金额,1
研发投入,研发投入,研发费用,1
研发费用,研发费用,研发费用,1
花费在研发上费用,花费在研发上费用,研发费用,1
研究与开发费用,研究与开发费用,研发费用,1
研究开发费,研究开发费,研发费用,1
研发支出,研发支出,研发费用,1
研发资金,研发资金,研发费用,1
研发成本,研发成本,研发费用,1
研究及开发费用,研究及开发费用,研发费用,1
研究发展费用,研究发展费用,研发费用,1
科研开发费用,科研开发费用,研发费用,1
研发人员占职工总人数比例,研发人员占职工总人数比例,研发人员数量占比,1
研发人员占职工人数比例,研发人员占职工人数比例,研发人员数量占比,1
研发人员在职工人数中所占比例,研发人员在职工人数中所占比例,研发人员数量占比,1
研发人员所占职工人数比例,研发人员所占职工人数比例,研发人员数量占比,1
研发人员数量占比,研发人员数量占比,研发人员数量占比,1
研发人员人数占比,研发人员人数占比,研发人员数量占比,1
研发团队占比,研发团队占比,研发人员数量占比,1
研发员工占比,研发员工占比,研发人员数量占比,1
研发职工占比,研发职工占比,研发人员数量占比,1
研发人力占比,研发人力占比,研发人员数量占比,1
研发人员数占总人数比例,研发人员数占总人数比例,研发人员数量占比,1
研发部门人数占比,研发部门人数占比,研发人员数量占比,1
研发队伍占比,研发队伍占比,研发人员数量占比,1
研发部分人员占比,研发部分人员占比,研发人员数量占比,1
科技人员数量占比,科技人员数量占比,研发人员数量占比,1
科技人才数量占,科技人才数量占,研发人员数量占比,1
研发人员数量占,研发人员数量占,研发人员数量占比,1
科技人员数量占,科技人员数量占,研发人员数量占比,1
研发部门规模,研发部门规模,研发人员数量,1
研发人力规模,研发人力规模,研发人员数量,1
研发员工数量,研发员工数量,研发人员数量,1
研发部门人力,研发部门人力,研发人员数量,1
技术专员,技术专员,研发人员数量,1
研发团队规模,研发团队规模,研发人员数量,1
科研人员,科研人员,研发人员数量,1
科技人员,科技人员,研发人员数量,1
研发团队人数,研发团队人数,研发人员数量,1
研发人员数量,研发人员数量,研发人员数量,1
技术人员,技术人员,研发人员数量,1
技术力量,技术力量,研发人员数量,1
技术人才,技术人才,研发人员数量,1
研发团队的人数,研发团队人数,研发人员数量,1
研发队伍规模,研发队伍规模,研发人员数量,1
技术团队,技术团队,研发人员数量,1
研发人员,研发人员,研发人员数量,1
技术研发人员,技术研发人员,研发人员数量,1
科技人才,科技人才,研发人员数量,1
研发部门人员总数,研发部门人员总数,研发人员数量,1
技术员工,技术员工,研发人员数量,1
研发经费占总费用比例,研发经费占总费用比例,研发经费占总费用比例,1
研发经费占费用比例,研发经费占费用比例,研发经费占费用比例,1
研发经费在总费用中比例,研发经费在总费用中比例,研发经费在总费用中比例,1
研发经费与营业收入比值,研发经费与营业收入比值,研发经费与营业收入比值,1
研发经费与利润比值,研发经费与利润比值,研发经费与利润比值,1
研发费用增长率,研发费用增长率,研发费用增长率,1
研发支出增长率,研发支出增长率,研发费用增长率,1
研发开销增长率,研发开销增长率,研发费用增长率,1
研发花费增长率,研发花费增长率,研发费用增长率,1
研发成本增长率,研发成本增长率,研发费用增长率,1
研发投入增长率,研发投入增长率,研发费用增长率,1
研发资金增长率,研发资金增长率,研发费用增长率,1
研发经费增长率,研发经费增长率,研发费用增长率,1
研发费用提升率,研发费用提升率,研发费用增长率,1
研发财务增长率,研发财务增长率,研发费用增长率,1
吸收投资收到的现金,吸收投资收到现金,吸收投资收到的现金,1
吸收存款及同业存放,吸收存款及同业存放,吸收存款及同业存放,1
稀释每股收益,稀释每股收益,稀释每股收益,1
稀释后每股收益,稀释后每股收益,稀释每股收益,1
每股收益（稀释）,每股收益（稀释）,稀释每股收益,1
触发稀释的每股收益,触发稀释每股收益,稀释每股收益,1
经稀释的每股收益,经稀释每股收益,稀释每股收益,1
稀释计算的每股收益,稀释计算每股收益,稀释每股收益,1
稀释态的每股收益,稀释态每股收益,稀释每股收益,1
经稀释后的每股收益,经稀释后每股收益,稀释每股收益,1
稀释下的每股收益,稀释下每股收益,稀释每股收益,1
稀释式的每股收益,稀释式每股收益,稀释每股收益,1
信用减值损失,信用减值损失,信用减值损失,1
信用降值损失,信用降值损失,信用减值损失,1
信用损失,信用损失,信用减值损失,1
信用减损,信用减损,信用减值损失,1
信用减值亏损,信用减值亏损,信用减值损失,1
信用减值的损失,信用减值损失,信用减值损失,1
信用的减值损失,信用减值损失,信用减值损失,1
信用亏损,信用亏损,信用减值损失,1
信用降级损失,信用降级损失,信用减值损失,1
信用评级下降损失,信用评级下降损失,信用减值损失,1
销售商品、提供劳务收到的现金,销售商品、提供劳务收到现金,销售商品、提供劳务收到的现金,1
销售人员,销售人员,销售人员,1
销售代表,销售代表,销售人员,1
销售团队,销售团队,销售人员,1
销售员工,销售员工,销售人员,1
销售队伍,销售队伍,销售人员,1
营销人员,营销人员,销售人员,1
销售专员,销售专员,销售人员,1
销售人才,销售人才,销售人员,1
销售工作人员,销售工作人员,销售人员,1
业务员工,业务员工,销售人员,1
销售费用增长率,销售费用增长率,销售费用增长率,1
销售费用升高率,销售费用升高率,销售费用增长率,1
销售开支增长率,销售开支增长率,销售费用增长率,1
销售成本增长率,销售成本增长率,销售费用增长率,1
销售用费增速,销售用费增速,销售费用增长率,1
销售费用增幅,销售费用增幅,销售费用增长率,1
销售费用涨幅,销售费用涨幅,销售费用增长率,1
销售花费增长率,销售花费增长率,销售费用增长率,1
销售开销增长率,销售开销增长率,销售费用增长率,1
销售开支升高率,销售开支升高率,销售费用增长率,1
销售费用,销售费用,销售费用,1
销售开支,销售开支,销售费用,1
销售成本,销售成本,销售费用,1
销售支出,销售支出,销售费用,1
销售花费,销售花费,销售费用,1
销售费,销售费,销售费用,1
销售消耗,销售消耗,销售费用,1
销售支拨,销售支拨,销售费用,1
销售所需费用,销售所需费用,销售费用,1
贩售成本,贩售成本,销售费用,1
现金流量套期储备,现金流量套期储备,现金流量套期储备,1
现金流量套期保值储备,现金流量套期保值储备,现金流量套期储备,1
套期现金流量储备,套期现金流量储备,现金流量套期储备,1
现金流量套期的储备,现金流量套期储备,现金流量套期储备,1
现金流量备用金,现金流量备用金,现金流量套期储备,1
套期储备现金流,套期储备现金流,现金流量套期储备,1
现金流量套期防范储备,现金流量套期防范储备,现金流量套期储备,1
套期现金储备,套期现金储备,现金流量套期储备,1
现金流量套期准备金,现金流量套期准备金,现金流量套期储备,1
现金流的套期储备,现金流套期储备,现金流量套期储备,1
现金及现金等价物增长率,现金及现金等价物增长率,现金及现金等价物增长率,1
现金及现金等价物余额,现金及现金等价物余额,期末现金及现金等价物余额,1
期末现金及现金等价物余额,期末现金及现金等价物余额,期末现金及现金等价物余额,1
现金及现金等价物净增加额,现金及现金等价物净增加额,现金及现金等价物净增加额,1
现金比率,现金比率,现金比率,1
货币比价,货币比价,现金比率,1
现金比值,现金比值,现金比率,1
现金流比率,现金流比率,现金比率,1
现金流动比率,现金流动比率,现金比率,1
现金率,现金率,现金比率,1
财务流动比率,财务流动比率,现金比率,1
向中央银行借款净增加额,向中央银行借款净增加额,向中央银行借款净增加额,1
向中央银行借款,向中央银行借款,向中央银行借款,1
从中央银行借贷,从中央银行借贷,向中央银行借款,1
向央行贷款,向央行贷款,向中央银行借款,1
从央行借款,从央行借款,向中央银行借款,1
从中央金融机构获得贷款,从中央金融机构获得贷款,向中央银行借款,1
获得中央银行贷款,获得中央银行贷款,向中央银行借款,1
借款于中央银行,借款于中央银行,向中央银行借款,1
中央银行贷款,中央银行贷款,向中央银行借款,1
中央银行的贷款,中央银行贷款,向中央银行借款,1
借中央银行的款,借中央银行款,向中央银行借款,1
向其他金融机构拆入资金净增加额,向其他金融机构拆入资金净增加额,向其他金融机构拆入资金净增加额,1
无形资产增长率,无形资产增长率,无形资产增长率,1
无形资产扩大比例,无形资产扩大比例,无形资产增长率,1
无形资产增幅,无形资产增幅,无形资产增长率,1
无形资产增长比例,无形资产增长比例,无形资产增长率,1
无形资产扩张率,无形资产扩张率,无形资产增长率,1
无形资产增速,无形资产增速,无形资产增长率,1
无形资产增值率,无形资产增值率,无形资产增长率,1
无形资产扩充率,无形资产扩充率,无形资产增长率,1
无形资产加速度,无形资产加速度,无形资产增长率,1
无形资产扩大速度,无形资产扩大速度,无形资产增长率,1
无形资产,无形资产,无形资产,1
无形资本,无形资本,无形资产,1
无形资源,无形资源,无形资产,1
无形财产,无形财产,无形资产,1
非实物资产,非实物资产,无形资产,1
不可触及资产,不可触及资产,无形资产,1
非物质资产,非物质资产,无形资产,1
抽象资产,抽象资产,无形资产,1
隐形资产,隐形资产,无形资产,1
非实体资产,非实体资产,无形资产,1
未分配利润,未分配利润,未分配利润,1
尚未分配利润,尚未分配利润,未分配利润,1
未拨付利润,未拨付利润,未分配利润,1
未派发的利润,未派发利润,未分配利润,1
没分配的利润,没分配利润,未分配利润,1
利润未分配,利润未分配,未分配利润,1
待分配利润,待分配利润,未分配利润,1
未被分配的利润,未被分配利润,未分配利润,1
利润尚未分配,利润尚未分配,未分配利润,1
未分发利润,未分发利润,未分配利润,1
外文名称缩写,外文名称缩写,外文名称缩写,1
外币财务报表折算差额,外币财务报表折算差额,外币财务报表折算差额,1
退保金,退保金,退保金,1
退还的保险金,退还保险金,退保金,1
退款保险金额,退款保险金额,退保金,1
退款的保险金,退款保险金,退保金,1
保单退款金额,保单退款金额,退保金,1
保险退费金额,保险退费金额,退保金,1
退保费用,退保费用,退保金,1
退回保险费,退回保险费,退保金,1
退保金额,退保金额,退保金,1
保险退还金额,保险退还金额,退保金,1
投资支付的现金,投资支付现金,投资支付的现金,1
投资付款的现金,投资付款现金,投资支付的现金,1
投资支出的现金,投资支出现金,投资支付的现金,1
投资付出的现金,投资付出现金,投资支付的现金,1
投资下款的现金,投资下款现金,投资支付的现金,1
投资支付现金,投资支付现金,投资支付的现金,1
支付投资的现金,支付投资现金,投资支付的现金,1
现金投资支付,现金投资支付,投资支付的现金,1
偿付投资的现金,偿付投资现金,投资支付的现金,1
现金用于投资支付,现金用于投资支付,投资支付的现金,1
投资性房地产,投资性房地产,投资性房地产,1
投资用房地产,投资用房地产,投资性房地产,1
投资类房地产,投资类房地产,投资性房地产,1
投资性房产,投资性房产,投资性房地产,1
投资用地产,投资用地产,投资性房地产,1
投资型房地产,投资型房地产,投资性房地产,1
投资房地产资产,投资房地产资产,投资性房地产,1
投资类地产,投资类地产,投资性房地产,1
投资房地产物业,投资房地产物业,投资性房地产,1
投资用房产,投资用房产,投资性房地产,1
投资收益占营业收入比例,投资收益占营业收入比例,投资收益占营业收入比例,1
投资收益占营业收入比率,投资收益占营业收入比率,投资收益占营业收入比例,1
投资收益增长率,投资收益增长率,投资收益增长率,1
投资盈利增长比例,投资盈利增长比例,投资收益增长率,1
投资收益增幅,投资收益增幅,投资收益增长率,1
投资回报增长率,投资回报增长率,投资收益增长率,1
投资利润增长比,投资利润增长比,投资收益增长率,1
投资益处增长水平,投资益处增长水平,投资收益增长率,1
投资所得增长率,投资所得增长率,投资收益增长率,1
投资收益的提升比例,投资收益提升比例,投资收益增长率,1
投资收入增长率,投资收入增长率,投资收益增长率,1
投资收益增长比率,投资收益增长比率,投资收益增长率,1
投资收益,投资收益,投资收益,1
投资回报,投资回报,投资收益,1
投资盈利,投资盈利,投资收益,1
投资获利,投资获利,投资收益,1
投资所得,投资所得,投资收益,1
投资的收益,投资收益,投资收益,1
投资的回报,投资回报,投资收益,1
利润收益,利润收益,投资收益,1
投资的盈利,投资盈利,投资收益,1
投资的利润,投资利润,投资收益,1
投资活动现金流入小计,投资活动现金流入小计,投资活动现金流入小计,1
投资活动现金流出小计,投资活动现金流出小计,投资活动现金流出小计,1
投资活动产生的现金流量净额,投资活动产生现金流量净额,投资活动产生的现金流量净额,1
投资活动产生的现金流量,投资活动产生现金流量,投资活动产生的现金流量,1
提取保险责任合同准备金净额,提取保险责任合同准备金净额,提取保险责任合同准备金净额,1
速动比率,速动比率,速动比率,1
速动资产比率,速动资产比率,速动比率,1
酸性测试比率,酸性测试比率,速动比率,1
速动流动比率,速动流动比率,速动比率,1
即期偿债能力比率,即期偿债能力比率,速动比率,1
速动负债比率,速动负债比率,速动比率,1
速度比率,速度比率,速动比率,1
偿债能力速动比率,偿债能力速动比率,速动比率,1
总所有者权益,总所有者权益,所有者权益,1
所有者的权益总和,所有者权益总和,所有者权益,1
所有者权益,所有者权益,所有者权益,1
权益总额,权益总额,所有者权益,1
股东权益合计,股东权益合计,所有者权益,1
股东权益总计,股东权益总计,所有者权益,1
股东权益,股东权益,所有者权益,1
所有者权益总计,所有者权益总计,所有者权益,1
所有者权益总和,所有者权益总和,所有者权益,1
所有者的净资产,所有者净资产,所有者权益,1
净资产,净资产,所有者权益,1
股东权益总额,股东权益总额,所有者权益,1
股东权益总和,股东权益总和,所有者权益,1
所有者总权益,所有者总权益,所有者权益,1
总权益,总权益,所有者权益,1
总股东权益,总股东权益,所有者权益,1
权益总计,权益总计,所有者权益,1
所有者权益合计,所有者权益合计,所有者权益,1
实有权益,实有权益,所有者权益,1
所得税费用,所得税费用,所得税费用,1
所得税支出,所得税支出,所得税费用,1
所得税开销,所得税开销,所得税费用,1
应缴所得税,应缴所得税,所得税费用,1
应付所得税,应付所得税,所得税费用,1
利润所得税,利润所得税,所得税费用,1
支付的所得税,支付所得税,所得税费用,1
计提的所得税,计提所得税,所得税费用,1
预提所得税,预提所得税,所得税费用,1
税后所得税,税后所得税,所得税费用,1
硕士员工,硕士员工,硕士,1
硕士研究生员工,硕士研究生员工,硕士,1
硕士人数,硕士人数,硕士,1
硕士,硕士,硕士,1
研究生,研究生,硕士,1
硕士研究生,硕士研究生,硕士,1
研究硕士,研究硕士,硕士,1
硕士学位,硕士学位,硕士,1
硕士学历,硕士学历,硕士,1
硕士程度,硕士程度,硕士,1
硕士资历,硕士资历,硕士,1
硕士阶段,硕士阶段,硕士,1
硕士级别,硕士级别,硕士,1
硕士及以上学历人员占职工人数比例,硕士及以上学历人员占职工人数比例,硕士及以上学历人员占职工人数比例,1
硕士及以上人员占职工人数比例,硕士及以上人员占职工人数比例,硕士及以上人员占职工人数比例,1
手续费及佣金支出,手续费及佣金支出,手续费及佣金支出,1
手续费与佣金支出,手续费与佣金支出,手续费及佣金支出,1
支付的手续费和佣金,支付手续费和佣金,手续费及佣金支出,1
支出的手续费及佣金,支出手续费及佣金,手续费及佣金支出,1
支付的手续费及佣金费用,支付手续费及佣金费用,手续费及佣金支出,1
手续费以及佣金支出,手续费以及佣金支出,手续费及佣金支出,1
手续和佣金的支出,手续和佣金支出,手续费及佣金支出,1
手续费佣金支出,手续费佣金支出,手续费及佣金支出,1
付出的手续费和佣金,付出手续费和佣金,手续费及佣金支出,1
支付的手续及佣金费用,支付手续及佣金费用,手续费及佣金支出,1
手续费及佣金收入,手续费及佣金收入,手续费及佣金收入,1
手续费与佣金收入,手续费与佣金收入,手续费及佣金收入,1
手续费佣金收入,手续费佣金收入,手续费及佣金收入,1
手续及佣金收入,手续及佣金收入,手续费及佣金收入,1
收取的手续费及佣金,收取手续费及佣金,手续费及佣金收入,1
手续费与佣金的收入,手续费与佣金收入,手续费及佣金收入,1
佣金和手续费收入,佣金和手续费收入,手续费及佣金收入,1
收入中的手续费及佣金,收入中手续费及佣金,手续费及佣金收入,1
手续费收入及佣金,手续费收入及佣金,手续费及佣金收入,1
手续费收入与佣金,手续费收入与佣金,手续费及佣金收入,1
收取利息、手续费及佣金的现金,收取利息、手续费及佣金现金,收取利息、手续费及佣金的现金,1
收回投资现金,收回投资现金,收回投资收到的现金,1
收回投资所收到现金,收回投资所收到现金,收回投资收到的现金,1
收回投资所获得现金,收回投资所获得现金,收回投资收到的现金,1
收回投资所得现金,收回投资所得现金,收回投资收到的现金,1
收回投资所得到现金,收回投资所得到现金,收回投资收到的现金,1
收回投资收到现金,收回投资收到现金,收回投资收到的现金,1
收回投资收到的现金,收回投资收到现金,收回投资收到的现金,1
收到投资收回现金,收到投资收回现金,收回投资收到的现金,1
收到投资回收现金,收到投资回收现金,收回投资收到的现金,1
收到再保业务现金净额,收到再保业务现金净额,收到再保业务现金净额,1
收到原保险合同保费取得的现金,收到原保险合同保费取得现金,收到原保险合同保费取得的现金,1
收到其他与投资活动有关的现金,收到其他与投资活动有关现金,收到其他与投资活动有关的现金,1
收到其他与经营活动有关的现金,收到其他与经营活动有关现金,收到其他与经营活动有关的现金,1
收到其他与筹资活动有关的现金,收到其他与筹资活动有关现金,收到其他与筹资活动有关的现金,1
收到的税费返还,收到税费返还,收到的税费返还,1
收取的税费退回,收取税费退回,收到的税费返还,1
接收的税费返还,接收税费返还,收到的税费返还,1
获得的税费返还,获得税费返还,收到的税费返还,1
收入的税费返还,收入税费返还,收到的税费返还,1
得到的税费返还,得到税费返还,收到的税费返还,1
取得的税费返还,取得税费返还,收到的税费返还,1
税费收到的返还,税费收到返还,收到的税费返还,1
得到的税费退回,得到税费退回,收到的税费返还,1
接收的税费退款,接收税费退款,收到的税费返还,1
使用权资产,使用权资产,使用权资产,1
使用权限资产,使用权限资产,使用权资产,1
用户权限资产,用户权限资产,使用权资产,1
授权资产,授权资产,使用权资产,1
使用许可资产,使用许可资产,使用权资产,1
授权利益资产,授权利益资产,使用权资产,1
使用权益资产,使用权益资产,使用权资产,1
获授权资产,获授权资产,使用权资产,1
使用许可权资产,使用许可权资产,使用权资产,1
持有使用权资产,持有使用权资产,使用权资产,1
生产性生物资产,生产性生物资产,生产性生物资产,1
生产生物财产,生产生物财产,生产性生物资产,1
生产性生物财产,生产性生物财产,生产性生物资产,1
生产生物资产,生产生物资产,生产性生物资产,1
生产用生物资产,生产用生物资产,生产性生物资产,1
生产类生物资产,生产类生物资产,生产性生物资产,1
生产性生物价值,生产性生物价值,生产性生物资产,1
生产性生物财富,生产性生物财富,生产性生物资产,1
用于生产的生物资产,用于生产生物资产,生产性生物资产,1
生产用的生物财富,生产用生物财富,生产性生物资产,1
生产人员,生产人员,生产人员,1
生产员工,生产员工,生产人员,1
制造人员,制造人员,生产人员,1
生产队伍,生产队伍,生产人员,1
生产工人,生产工人,生产人员,1
生产部门人员,生产部门人员,生产人员,1
制造员工,制造员工,生产人员,1
生产线人员,生产线人员,生产人员,1
工厂人员,工厂人员,生产人员,1
生产工作人员,生产工作人员,生产人员,1
少数股东损益,少数股东损益,少数股东损益,1
少数股东的损益,少数股东损益,少数股东损益,1
少数股东盈余,少数股东盈余,少数股东损益,1
少数股权持有者损益,少数股权持有者损益,少数股东损益,1
少数投资者损益,少数投资者损益,少数股东损益,1
少数股东的盈亏,少数股东盈亏,少数股东损益,1
非主要股东损益,非主要股东损益,少数股东损益,1
非控股股东损益,非控股股东损益,少数股东损益,1
非主体股东的收益,非主体股东收益,少数股东损益,1
非主股东的损益,非主股东损益,少数股东损益,1
少数股东权益,少数股东权益,少数股东权益,1
少数股东投资,少数股东投资,少数股东权益,1
少数股权,少数股权,少数股东权益,1
少数权益,少数权益,少数股东权益,1
较小股东权益,较小股东权益,少数股东权益,1
非主要股东权益,非主要股东权益,少数股东权益,1
非控股股东权益,非控股股东权益,少数股东权益,1
次要股东权益,次要股东权益,少数股东权益,1
次要股东投资,次要股东投资,少数股东权益,1
较小股东投资,较小股东投资,少数股东权益,1
商誉,商誉,商誉,1
商誉值,商誉值,商誉,1
无形资产商誉,无形资产商誉,商誉,1
企业商誉,企业商誉,商誉,1
商誉计量,商誉计量,商誉,1
商誉的净值,商誉净值,商誉,1
净商誉值,净商誉值,商誉,1
商誉总值,商誉总值,商誉,1
会计商誉,会计商誉,商誉,1
总商誉,总商誉,商誉,1
三费比重,三费比重,三费比重,1
销售费用、管理费用和财务费用比重,销售费用、管理费用和财务费用比重,三费比重,1
三项费用比重,三项费用比重,三费比重,1
三大费用比重,三大费用比重,三费比重,1
费用比重,费用比重,三费比重,1
销售、管理和财务费用比重,销售、管理和财务费用比重,三费比重,1
三费占比,三费占比,三费比重,1
销售管理和财务三项费用比重,销售管理和财务三项费用比重,三费比重,1
三大费用占比,三大费用占比,三费比重,1
